type,content & title
kind/question,Unable to run che on a CentOS 7 server When getting network erros tried both latest nightly able other machines docker opens ports masquerades properly except With this command start cannot create connect workspace docker 8080 8080 name docker sock docker sock data data data shared eclipse server latest Reproduction Steps docker name CHE_HOST THE_SERVERS_EXTERNAL_IP CHE_PORT 18080 docker sock docker sock data data eclipse nightly startINFO nightly using docker nativeINFO download Pulling image eclipse nightlynightly Pulling from eclipse cheDigest sha256 102ef43ebe14f6bce38a892912254c2960e9eff5b950be8b1e8824480c7cc5ddStatus Image date eclipse nightlyINFO download Pulling image eclipse init nightlynightly Pulling from eclipse initDigest sha256 51cae270e54fa48249bf46a96b817568882e41862d6724dab0689ecce987fb73Status Image date eclipse init nightlyINFO download Pulling image eclipse server nightlynightly Pulling from eclipse serverDigest sha256 2fe24954ba6b9c1f33800e101565b215320744b72232a26c03c59c8e557d747eStatus Image date eclipse server nightlyINFO download Pulling image docker compose Pulling from docker composeDigest sha256 028833587aba5ce443693a7c75415fb05e9f374fa309f8b89e1efd13d1cd22dbStatus Image date docker compose 1INFO download Pulling image traefik rc3v1 Pulling from library traefikDigest sha256 3c97d19bb79fd39f24799133c1e90ed6351baa9ce32534017cdc96038126ba81Status Image date traefik rc3INFO download Pulling image alpine Pulling from library alpineDigest sha256 833ad81ace8277324f3ca8c91c02bdcf1d13988d8ecf8a3f97ecdd69d0390ce9Status Image date alpine 4INFO download Pulling image eclipse nightlynightly Pulling from eclipse ipDigest sha256 699dc12235ede43016e37dc4eaf385c173269d85befd5f33948c0d2faa037aedStatus Image date eclipse nightlyINFO download Pulling image eclipse action nightlynightly Pulling from eclipse actionDigest sha256 c1ece56ed31c2bbe14a054ab377b2f10cd0ca3e714b1767f8e85874bf7c519e3Status Image date eclipse action nightlyINFO download Pulling image eclipse nightlynightly Pulling from eclipse dirDigest sha256 25190cf2e07b9b707a9083de5d05686beeebfee21cb62d89adc6b640150456cbStatus Image date eclipse nightlyINFO download Pulling image eclipse test nightlynightly Pulling from eclipse testDigest sha256 3334a4ea0f4e09d25f85d03fcfc6c2d91c0fb1884fe766e63700eb94e3f34f58Status Image date eclipse test nightlyINFO download Pulling image eclipse mount nightlynightly Pulling from eclipse mountDigest sha256 c237a5af3798b71b57468c5fe243f69dc49dfead8bed47658e3ceff0c3b93bd8Status Image date eclipse mount nightlyINFO config Generating configuration INFO config Customizing docker compose running containerINFO start Preflight checks disk port 18080 http AVAILABLE conn browser conn server ERROR docker options eclipse nightly info network more tests version CENTOS Diagnostics docker name CHE_HOST THE_SERVERS_EXTERNAL_IP CHE_PORT 18080 docker sock docker sock data data eclipse nightly infoINFO nightly using docker nativeINFO download Pulling image eclipse nightlynightly Pulling from eclipse cheDigest sha256 102ef43ebe14f6bce38a892912254c2960e9eff5b950be8b1e8824480c7cc5ddStatus Image date eclipse nightlyCLI true Daemon docker sock Image eclipse nightly Version nightly Command info Parameters infoMounts data data data instance data backup repo assembly sync unison chedir setSystem Docker native Proxy setInternal CHE_VERSION nightly CHE_HOST THE_SERVERS_EXTERNAL_IP CHE_INSTANCE data instance CHE_CONFIG data CHE_BACKUP data backup CHE_REGISTRY version CHE_DEBUG false Detection Initialized trueImage Registry IMAGE_INIT eclipse init nightly IMAGE_CHE eclipse server nightly IMAGE_COMPOSE docker compose IMAGE_TRAEFIK traefik BOOTSTRAP_IMAGE_ALPINE alpine BOOTSTRAP_IMAGE_CHEIP eclipse nightly UTILITY_IMAGE_CHEACTION eclipse action nightly UTILITY_IMAGE_CHEDIR eclipse nightly UTILITY_IMAGE_CHETEST eclipse test nightly UTILITY_IMAGE_CHEMOUNT eclipse mount nightlyche CHE_HOST THE_SERVERS_EXTERNAL_IP CHE_SINGLE_PORT false docker name CHE_HOST THE_SERVERS_EXTERNAL_IP CHE_PORT 18080 docker sock docker sock data data eclipse nightly info networkINFO nightly using docker nativeINFO download Pulling image eclipse nightlynightly Pulling from eclipse cheDigest sha256 102ef43ebe14f6bce38a892912254c2960e9eff5b950be8b1e8824480c7cc5ddStatus Image date eclipse nightlyINFO INFO INFO CONNECTIVITY TEST INFO INFO network eclipse nightly THE_SERVERS_EXTERNAL_IP INFO network Browser Workspace Agent localhost Connection failedINFO network Browser Workspace Agent THE_SERVERS_EXTERNAL_IP Connection failedINFO network Server Workspace Agent External Connection failedINFO network Server Workspace Agent Internal Connection succeeded 
kind/bug,OpenShift infrastructure doesn t work on Minishift because of dependency on Docker runtime Related branch only branch both OpenShift Docker infrastructures working MiniShift Docker infra tries reach Docker fails This prevents from testing OpenShift infrastructure MiniShift need some Disable Docker infrastructure this case Probably should done some property Note that supposed temporary solution until realize proper 
kind/task,Modify selenium tests to test OpenShift infrastructure Related branch only eager check functional OpenShift infrastructure comparing Docker infrastructure branch selenium tests dockerimage environment test different features product Right OpenShift infrastructure doesn support running dockerimage dockerfile environments support running openshift environment need some method alternate default environment selenium tests tests OpenShift infrastructure supposed temporary solution that needed when dockerfile dockerimage environment supported OpenShift infrastructure 
kind/bug,Remove old workspaces volumes in OpenShift infrastructure Related branch only After workspace removed projects files including binaries removed from persistent volumes OpenShift This means that after usage several workspaces file system consumption OpenShift growing When tried selenium tests OpenShift infrastructure overblown system became unstable because lack free space disk OpenShiftConnector such cleanup tool OpenShiftWorkspaceFilesCleaner 
kind/question,Setting CATALINA_HOME Environment Variable makes Tomcat start at Workspace start sure this intentional Setting CATALINA_HOME starts Tomcat Server automatically Workspace startup Since Tomcat needs some artifacts need build before start tomcat tomcat fails because they aren available workspace start failing tomcat startup makes whole workspace startup fail there possibility CATALINA_HOME have tomcat start with workspace version Mint Linux Diagnostics WARNING swap limit support INFO using docker native true Daemon docker sock Image eclipse Version Command info Parameters info Mounts data data data instance data backup repo assembly sync unison chedir System Docker native Proxy Internal CHE_VERSION CHE_HOST CHE_INSTANCE data instance CHE_CONFIG data CHE_BACKUP data backup CHE_REGISTRY version CHE_DEBUG false Detection Initialized true Image Registry IMAGE_INIT eclipse init IMAGE_CHE eclipse server IMAGE_COMPOSE docker compose IMAGE_TRAEFIK traefik BOOTSTRAP_IMAGE_ALPINE alpine BOOTSTRAP_IMAGE_CHEIP eclipse UTILITY_IMAGE_CHEACTION eclipse action UTILITY_IMAGE_CHEDIR eclipse UTILITY_IMAGE_CHETEST eclipse test UTILITY_IMAGE_CHEMOUNT eclipse mount CHE_HOST CHE_SINGLE_PORT false 
kind/bug,Project import is broken on slow networks Steps reproduce Turn throttling Chrome Create workspace with project What loading Expected results project imported Actual results project marked broken project explorer import never happens Project returns problems code message project folder file system console java simple 
kind/task,Add ability to logout from Multiuser Che Dashboard There ability from Multiuser Dashboard This issue related 5362 
kind/bug,Previews are broken This reproduced branch server port protocol path Path mandatory user servers result server missing path config null appended preview Adding path fixes does make much sense path provided should ignored 
kind/bug,Multiuser Che Dashboard displays broken icons There broken icons Workspace window There problem server error Access specified resource been forbidden This issue related 5362 
kind/task,Manual testing of the che multiuser branch have multiuser functionality developing current stage need checking login page functionality that related with authentification creating user restoring password negative testing user creating features that related with workspace creating other 
kind/bug,Inconsistent editor behavior with autosave While user editing code autosave processing editor missing some edits Reproduction Steps Keep autosave mode active Open file content into file Expected file displaying blue icon filename Wait little just when blue star removed input some text Current There troubles with content which getting inputs Workaround Disable autosave version OSIO Refer openshiftio openshift 
kind/question,Checking out from a branch with a file open that exists only on that specific branch does not close the editor tab that has it opened Checking from branch with file that exists only previous branch makes hang getting item Loader state does close editor with nonexistent file reproduced with this Stack Reproduction Steps Using factory provided project root checkout development navigating open file close checkout release Expected Behavior with nonexistent file would close Observed Behaviour goes long Getting Item Loader checking console this type errors version Codenvy SNAPSHOT Windows 
